         TOF        Yobs       sYobs       Ycalc
    11980.74    18263.00     1413.00    20009.00
    11986.73    19445.00     1449.00    20013.00
    11992.71    20044.00     1474.00    20017.00
    11998.70    20032.00     1472.00    20020.00
    12004.70    20193.00     1479.00    20024.00
    12010.71    19762.00     1468.00    20027.00
    12016.71    19927.00     1475.00    20031.00
    12022.73    21236.00     1514.00    20034.00
    12028.75    20909.00     1510.00    20062.00
    12034.75    20990.00     1515.00    20067.00
    12040.77    19039.00     1452.00    20073.00
    12046.80    20408.00     1498.00    20079.00
    12052.82    22423.00     1566.00    20085.00
    12058.84    20521.00     1506.00    20092.00
    12064.87    18343.00     1438.00    20099.00
    12070.90    19600.00     1481.00    20106.00
    12076.94    19839.00     1491.00    20115.00
    12082.97    22030.00     1562.00    20124.00
    12089.02    19144.00     1470.00    20135.00
    12095.07    20030.00     1504.00    20149.00
    12101.12    20792.00     1527.00    20168.00
    12107.16    19746.00     1499.00    20198.00
    12113.21    19035.00     1475.00    20253.00
    12119.28    20084.00     1511.00    20361.00
    12125.34    21790.00     1567.00    20789.00
    12131.41    22212.00     1582.00    21279.00
    12137.47    25748.00     1689.00    22251.00
    12143.53    26434.00     1711.00    24057.00
    12149.60    29193.00     1791.00    27135.00
    12155.68    32082.00     1866.00    31865.00
    12161.76    40186.00     2075.00    38275.00
    12167.84    45391.00     2192.00    45809.00
    12173.92    49490.00     2291.00    53269.00
    12180.00    52068.00     2343.00    59142.00
    12186.09    55646.00     2421.00    62186.00
    12192.18    52194.00     2353.00    61945.00
    12198.28    46912.00     2242.00    58905.00
    12204.37    48931.00     2289.00    54146.00
    12210.48    49029.00     2289.00    48857.00
    12216.59    45020.00     2209.00    44052.00
    12222.70    43187.00     2165.00    40517.00
    12228.81    39514.00     2086.00    39067.00
    12234.92    40674.00     2112.00    40977.00
    12241.05    46725.00     2254.00    48427.00
    12247.16    58648.00     2516.00    64585.00
    12253.27    91238.00     3102.00    93143.00
    12259.41   137979.00     3788.00   136917.00
    12265.55   202293.00     4590.00   194823.00
    12271.68   271278.00     5317.00   260185.00
    12277.80   341525.00     5973.00   321576.00
    12283.94   367649.00     6191.00   365934.00
    12290.10   381647.00     6316.00   383737.00
    12296.24   373708.00     6273.00   373261.00
    12302.38   349702.00     6061.00   340450.00
    12308.54   297671.00     5599.00   294949.00
    12314.69   248969.00     5129.00   246346.00
    12320.85   200661.00     4615.00   201205.00
    12327.00   161308.00     4150.00   162674.00
    12333.16   133750.00     3791.00   131367.00
    12339.33   107090.00     3399.00   106557.00
    12345.50    89846.00     3135.00    87199.00
    12351.67    71997.00     2817.00    72171.00
    12357.86    61715.00     2623.00    60503.00
    12364.03    51920.00     2428.00    51496.00
    12370.20    46405.00     2303.00    44520.00
    12376.39    44521.00     2263.00    39106.00
    12382.58    38251.00     2114.00    34914.00
    12388.78    35114.00     2032.00    31660.00
    12394.98    32708.00     1977.00    29142.00
    12401.17    32569.00     1976.00    27196.00
    12407.37    30979.00     1930.00    25659.00
    12413.58    28956.00     1877.00    24487.00
    12419.79    25496.00     1783.00    23580.00
    12425.99    24976.00     1765.00    22876.00
    12432.21    21530.00     1660.00    22328.00
    12438.42    23725.00     1732.00    21902.00
    12444.64    23371.00     1723.00    21570.00
    12450.86    24245.00     1753.00    21312.00
    12457.09    21877.00     1677.00    21110.00
    12463.32    22036.00     1689.00    20952.00
    12469.56    19137.00     1591.00    20829.00
    12475.79    19102.00     1597.00    20732.00
    12482.02    23043.00     1724.00    20656.00
    12488.27    19846.00     1623.00    20596.00
    12494.52    21592.00     1683.00    20549.00
    12500.76    20392.00     1646.00    20511.00
    12507.01    22650.00     1722.00    20481.00
    12513.26    20935.00     1669.00    20264.00
    12519.51    20992.00     1673.00    20266.00
    12525.77    21286.00     1681.00    20268.00
    12532.03    20961.00     1677.00    20270.00
    12538.30    21972.00     1709.00    20273.00
    12544.58    19734.00     1637.00    20275.00
    12550.85    19654.00     1637.00    20277.00
    12557.13    19038.00     1618.00    20279.00
    12563.41    20410.00     1667.00    20281.00
    12569.69    20600.00     1676.00    20283.00
    12575.97    21673.00     1714.00    20285.00
    12582.25    20493.00     1677.00    20287.00
    12588.54    23316.00     1768.00    20289.00
    12594.83    19653.00     1654.00    20291.00
    12601.13    19302.00     1640.00    20293.00
    12607.44    19403.00     1646.00    20295.00
    12613.75    20735.00     1694.00    20297.00
    12620.05    23171.00     1776.00    20299.00
    12626.36    22263.00     1750.00    20300.00
    12632.67    21738.00     1735.00    20302.00
    12638.98    20955.00     1711.00    20304.00
    12645.31    19900.00     1674.00    20306.00
    12651.63    20623.00     1705.00    20308.00
    12657.96    21842.00     1744.00    20309.00
    12664.28    21352.00     1735.00    20311.00
    12670.60    20339.00     1699.00    20313.00
    12676.94    18309.00     1630.00    20315.00
    12683.28    21048.00     1728.00    20316.00
    12689.62    22574.00     1781.00    20318.00
    12695.98    21575.00     1746.00    20320.00
    12702.33    19312.00     1676.00    20321.00
    12708.67    19702.00     1692.00    20323.00
    12715.03    20328.00     1712.00    20325.00
    12721.38    20984.00     1741.00    20326.00
    12727.74    20681.00     1729.00    20328.00
    12734.11    20488.00     1725.00    20329.00
    12740.48    23808.00     1837.00    20331.00
    12746.85    20858.00     1742.00    20332.00
    12753.22    20314.00     1726.00    20334.00
    12759.59    18506.00     1665.00    20335.00
    12765.98    19925.00     1713.00    20337.00
    12772.36    21746.00     1782.00    20338.00
    12778.75    21755.00     1781.00    20340.00
    12785.15    19517.00     1707.00    20341.00
    12791.53    17392.00     1636.00    20342.00
    12797.92    20165.00     1734.00    20344.00
    12804.32    19773.00     1723.00    20345.00
    12810.72    19244.00     1707.00    20346.00
    12817.12    23084.00     1840.00    20348.00
    12823.54    20870.00     1764.00    20349.00
    12829.96    20544.00     1759.00    20350.00
    12836.37    20178.00     1745.00    20352.00
    12842.79    20550.00     1764.00    20353.00
    12849.20    19285.00     1718.00    20354.00
    12855.64    19944.00     1744.00    20355.00
    12862.07    18988.00     1712.00    20357.00
    12868.50    22912.00     1850.00    20358.00
    12874.93    23243.00     1863.00    20359.00
    12881.36    22456.00     1840.00    20360.00
    12887.81    21632.00     1810.00    20361.00
    12894.26    20773.00     1787.00    20362.00
    12900.70    20307.00     1769.00    20363.00
    12907.15    19392.00     1743.00    20364.00
    12913.60    21072.00     1801.00    20365.00
    12920.06    21055.00     1802.00    20366.00
    12926.52    22698.00     1861.00    20368.00
    12932.98    22938.00     1871.00    20369.00
    12939.45    24185.00     1915.00    20369.00
    12945.91    23586.00     1898.00    20370.00
    12952.39    22077.00     1845.00    20752.00
    12958.86    23898.00     1913.00    20782.00
    12965.34    26050.00     1980.00    20816.00
    12971.83    23288.00     1893.00    20854.00
    12978.31    20573.00     1807.00    20897.00
    12984.79    21160.00     1825.00    20945.00
    12991.28    19865.00     1782.00    21001.00
    12997.79    22810.00     1882.00    21066.00
    13004.30    22194.00     1868.00    21141.00
    13010.79    23700.00     1921.00    21232.00
    13017.30    23842.00     1924.00    21344.00
    13023.81    21363.00     1847.00    21491.00
    13030.32    20783.00     1824.00    21701.00
    13036.84    21861.00     1864.00    22035.00
    13043.36    23078.00     1908.00    22638.00
    13049.89    25997.00     2007.00    23839.00
    13056.41    24816.00     1971.00    26370.00
    13062.93    27335.00     2054.00    31758.00
    13069.46    36717.00     2334.00    42909.00
    13076.00    53526.00     2760.00    64738.00
    13082.53    94799.00     3614.00   104035.00
    13089.07   159428.00     4636.00   167981.00
    13095.63   264595.00     5952.00   260746.00
    13102.17   385872.00     7203.00   377812.00
    13108.70   510687.00     8281.00   504214.00
    13115.26   623663.00     9169.00   616266.00
    13121.83   667565.00     9479.00   689011.00
    13128.40   677244.00     9579.00   707285.00
    13134.95   644308.00     9351.00   672315.00
    13141.52   581770.00     8868.00   598496.00
    13148.09   483987.00     8110.00   505885.00
    13154.66   405341.00     7410.00   412053.00
    13161.25   321379.00     6607.00   327824.00
    13167.83   252424.00     5868.00   257929.00
    13174.41   203261.00     5280.00   202449.00
    13181.00   157094.00     4661.00   159452.00
    13187.58   126143.00     4196.00   126513.00
    13194.17    93313.00     3637.00   101381.00
    13200.77    81498.00     3408.00    82197.00
    13207.38    68247.00     3141.00    67570.00
    13213.98    59966.00     2969.00    56462.00
    13220.58    47069.00     2657.00    48006.00
    13227.20    44255.00     2587.00    41552.00
    13233.82    41888.00     2528.00    36635.00
    13240.43    36096.00     2371.00    32890.00
    13247.05    32791.00     2278.00    30033.00
    13253.66    30668.00     2216.00    27853.00
    13260.29    30999.00     2224.00    26184.00
    13266.92    26682.00     2096.00    24909.00
    13273.55    24571.00     2024.00    23933.00
    13280.20    26389.00     2086.00    23183.00
    13286.84    26198.00     2083.00    22607.00
    13293.49    23491.00     1994.00    22164.00
    13300.14    23036.00     1981.00    21822.00
    13306.78    23424.00     1997.00    21558.00
    13313.43    25740.00     2077.00    21352.00
    13320.09    21072.00     1915.00    21192.00
    13326.75    23488.00     2006.00    21066.00
    13333.41    23555.00     2006.00    20967.00
    13340.09    23118.00     1993.00    20888.00
    13346.75    23959.00     2029.00    20825.00
    13353.41    22549.00     1978.00    20775.00
    13360.09    22055.00     1963.00    20402.00
    13366.78    17841.00     1807.00    20402.00
    13373.47    21149.00     1936.00    20402.00
    13380.15    23261.00     2013.00    20402.00
    13386.84    24894.00     2066.00    20402.00
    13393.53    23274.00     2018.00    20402.00
    13400.23    24429.00     2055.00    20402.00
    13406.93    25601.00     2097.00    20402.00
    13413.64    21877.00     1971.00    20402.00
    13420.35    25406.00     2096.00    20402.00
    13427.05    24689.00     2074.00    20402.00
    13433.76    21880.00     1979.00    20402.00
    13440.48    24376.00     2064.00    20402.00
    13447.21    25039.00     2094.00    20402.00
    13453.93    23777.00     2048.00    20402.00
    13460.65    24110.00     2067.00    20402.00
    13467.37    23751.00     2052.00    20402.00
    13474.11    19512.00     1902.00    20402.00
    13480.85    21723.00     1985.00    20402.00
    13487.59    23814.00     2062.00    20402.00
    13494.33    21013.00     1965.00    20402.00
    13501.08    21763.00     1990.00    20402.00
    13507.83    19075.00     1898.00    20402.00
    13514.59    15699.00     1764.00    20402.00
    13521.35    20358.00     1946.00    20402.00
    13528.11    19847.00     1934.00    20402.00
    13534.86    19105.00     1904.00    20402.00
    13541.63    20207.00     1948.00    20402.00
    13548.40    20604.00     1965.00    20402.00
    13555.18    22237.00     2022.00    20402.00
    13561.96    19444.00     1927.00    20402.00
    13568.73    20234.00     1959.00    20401.00
    13575.52    19093.00     1914.00    20401.00
    13582.32    18541.00     1895.00    20401.00
    13589.10    19958.00     1956.00    20401.00
    13595.88    19372.00     1932.00    20401.00
    13602.68    21115.00     2000.00    20401.00
    13609.50    21593.00     2015.00    20401.00
    13616.31    17772.00     1878.00    20401.00
    13623.11    18652.00     1915.00    20401.00
    13629.93    18682.00     1914.00    20400.00
    13636.74    19123.00     1938.00    20400.00
    13643.55    19129.00     1937.00    20400.00
    13650.38    19125.00     1939.00    20400.00
    13657.21    16674.00     1846.00    20400.00
    13664.04    19510.00     1959.00    20400.00
    13670.87    21382.00     2031.00    20400.00
    13677.70    20183.00     1990.00    20400.00
    13684.53    21474.00     2040.00    20400.00
    13691.38    19779.00     1975.00    20399.00
    13698.22    20463.00     2008.00    20399.00
    13705.07    20267.00     1999.00    20399.00
    13711.93    21077.00     2032.00    20399.00
    13718.79    20683.00     2020.00    20399.00
    13725.65    19985.00     1997.00    20399.00
    13732.51    21573.00     2059.00    20399.00
    13739.37    16926.00     1883.00    20399.00
    13746.25    14628.00     1787.00    20399.00
    13753.12    18598.00     1955.00    20398.00
    13760.00    14650.00     1793.00    20398.00
    13766.87    18753.00     1966.00    20398.00
    13773.75    18888.00     1970.00    20398.00
    13780.64    18939.00     1975.00    20398.00
    13787.53    18619.00     1965.00    20398.00
    13794.42    20189.00     2029.00    20398.00
    13801.31    20476.00     2042.00    20398.00
    13808.22    19718.00     2012.00    20398.00
    13815.13    18941.00     1989.00    20398.00
    13822.03    15963.00     1869.00    20398.00
    13828.95    17093.00     1917.00    20398.00
    13835.86    20629.00     2063.00    20398.00
    13842.77    16605.00     1903.00    20397.00
    13849.69    16335.00     1895.00    20397.00
    13856.62    21315.00     2088.00    20397.00
    13863.56    19188.00     2015.00    20397.00
    13870.48    21549.00     2108.00    20397.00
    13877.42    18130.00     1975.00    20397.00
    13884.36    18463.00     1996.00    20397.00
    13891.29    20179.00     2061.00    20397.00
    13898.25    19413.00     2034.00    20397.00
    13905.20    20903.00     2094.00    20397.00
    13912.15    19476.00     2043.00    20397.00
    13919.10    18238.00     1997.00    20398.00
    13926.06    22231.00     2154.00    20398.00
    13933.02    21118.00     2111.00    20398.00
    13939.99    20010.00     2076.00    20398.00
    13946.96    19496.00     2055.00    20398.00
    13953.94    19101.00     2043.00    20398.00
    13960.92    20214.00     2089.00    20398.00
    13967.91    20581.00     2106.00    20398.00
    13974.89    16940.00     1965.00    20398.00
    13981.87    17387.00     1987.00    20398.00
    13988.86    18704.00     2043.00    20399.00
    13995.85    19023.00     2054.00    20399.00
    14002.85    18981.00     2060.00    20399.00
    14009.85    19928.00     2096.00    20399.00
    14016.86    21967.00     2177.00    20399.00
    14023.88    19561.00     2088.00    20400.00
    14030.89    19890.00     2105.00    20400.00
    14037.91    18457.00     2052.00    20400.00
    14044.92    20890.00     2150.00    20400.00
    14051.93    20646.00     2144.00    20401.00
    14058.96    20504.00     2137.00    20401.00
    14065.99    21619.00     2188.00    20401.00
    14073.02    22692.00     2227.00    20401.00
    14080.06    19223.00     2097.00    20402.00
    14087.11    20681.00     2158.00    20402.00
    14094.15    18497.00     2075.00    20403.00
    14101.19    19848.00     2132.00    20403.00
    14108.24    18901.00     2098.00    20403.00
    14115.30    18253.00     2071.00    20404.00
    14122.36    22198.00     2232.00    20404.00
    14129.42    21203.00     2193.00    20405.00
    14136.48    22250.00     2241.00    20405.00
    14143.54    21511.00     2212.00    20406.00
    14150.61    20587.00     2180.00    20406.00
    14157.69    19557.00     2143.00    20407.00
    14164.76    18712.00     2112.00    20407.00
    14171.85    19958.00     2161.00    20408.00
    14178.94    19082.00     2134.00    20408.00
    14186.03    17823.00     2082.00    20409.00
    14193.12    19663.00     2164.00    20410.00
    14200.21    21751.00     2244.00    20410.00
    14207.32    18966.00     2139.00    20411.00
    14214.42    17264.00     2072.00    20412.00
    14221.53    20136.00     2192.00    20413.00
    14228.63    18774.00     2141.00    20413.00
    14235.75    21134.00     2233.00    20414.00
    14242.87    19067.00     2160.00    20415.00
    14249.99    19477.00     2175.00    20416.00
    14257.12    19081.00     2167.00    20417.00
    14264.24    16933.00     2078.00    20417.00
    14271.37    19833.00     2200.00    20418.00
    14278.51    21616.00     2273.00    20419.00
    14285.64    20774.00     2244.00    20420.00
    14292.80    23428.00     2344.00    20421.00
    14299.95    20946.00     2258.00    20422.00
    14307.10    20983.00     2258.00    20423.00
    14314.25    16417.00     2079.00    20424.00
    14321.40    17940.00     2142.00    20425.00
    14328.57    18392.00     2164.00    20426.00
    14335.74    20283.00     2244.00    20428.00
    14342.90    20347.00     2251.00    20429.00
    14350.07    19535.00     2221.00    20430.00
    14357.25    18911.00     2195.00    20431.00
    14364.43    18525.00     2187.00    20432.00
    14371.61    20544.00     2267.00    20434.00
    14378.80    16860.00     2124.00    20435.00
    14385.98    21485.00     2312.00    20436.00
    14393.17    18360.00     2190.00    20438.00
    14400.37    20454.00     2278.00    20439.00
    14407.57    21501.00     2323.00    20440.00
    14414.77    21227.00     2316.00    20442.00
    14421.98    17596.00     2167.00    20443.00
    14429.19    18544.00     2215.00    20445.00
    14436.40    20795.00     2304.00    20446.00
    14443.63    19788.00     2268.00    20448.00
    14450.86    17563.00     2179.00    20450.00
    14458.07    17173.00     2171.00    20451.00
    14465.30    19432.00     2259.00    20453.00
    14472.54    19173.00     2256.00    20455.00
    14479.77    18788.00     2244.00    20457.00
    14487.02    23954.00     2447.00    20458.00
    14494.26    22882.00     2414.00    20460.00
    14501.50    15294.00     2100.00    20462.00
    14508.76    17516.00     2200.00    20464.00
    14516.02    19495.00     2285.00    20466.00
    14523.28    21377.00     2364.00    20468.00
    14530.54    20651.00     2339.00    20470.00
    14537.79    21579.00     2379.00    20472.00
    14545.05    20125.00     2324.00    20474.00
    14552.33    18222.00     2245.00    20476.00
    14559.62    19757.00     2312.00    20478.00
    14566.89    22679.00     2437.00    20480.00
    14574.16    18806.00     2279.00    20483.00
    14581.45    22724.00     2440.00    20485.00
    14588.74    21491.00     2395.00    20487.00
    14596.05    20238.00     2344.00    20490.00
    14603.35    21488.00     2402.00    20492.00
    14610.64    19340.00     2318.00    20494.00
    14617.94    21158.00     2391.00    20497.00
    14625.26    20791.00     2379.00    20499.00
    14632.58    17221.00     2234.00    20502.00
    14639.89    21694.00     2428.00    20505.00
    14647.21    21116.00     2398.00    20507.00
    14654.54    18784.00     2311.00    20510.00
    14661.86    19797.00     2356.00    20513.00
    14669.18    18184.00     2292.00    20515.00
    14676.52    20181.00     2374.00    20518.00
    14683.87    21815.00     2443.00    20521.00
    14691.20    18476.00     2314.00    20524.00
    14698.54    22013.00     2458.00    20527.00
    14705.89    16297.00     2222.00    20530.00
    14713.25    19275.00     2348.00    20533.00
    14720.62    25017.00     2585.00    20536.00
    14727.97    21863.00     2465.00    20539.00
    14735.34    21618.00     2454.00    20542.00
    14742.70    20762.00     2428.00    20545.00
    14750.07    21459.00     2454.00    20549.00
    14757.45    20470.00     2418.00    20552.00
    14764.83    20729.00     2432.00    20555.00
    14772.21    20075.00     2408.00    20559.00
    14779.59    18922.00     2364.00    20562.00
    14786.99    17746.00     2312.00    20566.00
    14794.38    20250.00     2426.00    20569.00
    14801.78    24707.00     2601.00    20573.00
    14809.18    19514.00     2402.00    20577.00
    14816.57    19133.00     2385.00    20580.00
    14823.99    18729.00     2371.00    20584.00
    14831.40    17266.00     2311.00    20588.00
    14838.81    22098.00     2516.00    20592.00
    14846.24    22389.00     2526.00    20596.00
    14853.66    22122.00     2524.00    20599.00
    14861.09    24446.00     2614.00    20603.00
    14868.52    18637.00     2387.00    20608.00
    14875.94    17734.00     2347.00    20612.00
    14883.39    19896.00     2442.00    20616.00
    14890.83    22305.00     2544.00    20620.00
    14898.27    22918.00     2572.00    20624.00
    14905.73    20051.00     2454.00    20629.00
    14913.19    20310.00     2474.00    20633.00
    14920.63    21082.00     2509.00    20637.00
    14928.09    23492.00     2604.00    20642.00
    14935.56    24270.00     2638.00    20646.00
    14943.03    21576.00     2535.00    20651.00
    14950.50    20734.00     2504.00    20656.00
    14957.98    22177.00     2566.00    20660.00
    14965.45    17603.00     2378.00    20665.00
    14972.94    16841.00     2344.00    20670.00
    14980.43    21638.00     2555.00    20675.00
    14987.92    20780.00     2519.00    20680.00
    14995.40    19590.00     2478.00    20684.00
    15002.89    22382.00     2592.00    20690.00
    15010.40    24579.00     2682.00    20695.00
    15017.90    20757.00     2532.00    20700.00
    15025.42    21540.00     2563.00    20705.00
    15032.94    20015.00     2509.00    20710.00
    15040.46    22771.00     2621.00    20716.00
    15047.97    23665.00     2666.00    20721.00
    15055.49    21292.00     2569.00    20726.00
    15063.03    19768.00     2509.00    20732.00
    15070.56    20132.00     2528.00    20737.00
    15078.10    20115.00     2531.00    20743.00
    15085.63    18842.00     2481.00    20749.00
    15093.16    17816.00     2440.00    20754.00
    15100.71    18263.00     2459.00    20760.00
    15108.26    21596.00     2609.00    20766.00
    15115.81    20541.00     2563.00    20772.00
    15123.38    21730.00     2617.00    20778.00
    15130.94    19105.00     2510.00    20784.00
    15138.51    19798.00     2544.00    20790.00
    15146.07    18407.00     2488.00    20796.00
    15153.65    20765.00     2587.00    20802.00
    15161.23    22998.00     2688.00    20809.00
    15168.81    19507.00     2542.00    20815.00
    15176.39    18290.00     2498.00    20821.00
    15183.97    18830.00     2521.00    20828.00
    15191.57    22552.00     2681.00    20834.00
    15199.16    20183.00     2587.00    20841.00
    15206.76    20497.00     2604.00    20847.00
    15214.37    22595.00     2690.00    20854.00
    15221.98    19032.00     2550.00    20861.00
    15229.59    21432.00     2650.00    20868.00
    15237.20    24839.00     2798.00    20875.00
    15244.81    18963.00     2554.00    20882.00
    15252.44    19075.00     2563.00    20889.00
    15260.07    24779.00     2803.00    20896.00
    15267.69    21947.00     2692.00    20903.00
    15275.33    23883.00     2770.00    20910.00
    15282.97    20927.00     2658.00    20917.00
    15290.62    21229.00     2670.00    20925.00
    15298.26    20114.00     2632.00    20932.00
    15305.90    16884.00     2490.00    20940.00
    15313.55    19372.00     2604.00    20947.00
    15321.21    21029.00     2678.00    20955.00
    15328.87    20267.00     2650.00    20963.00
    15336.54    21704.00     2710.00    20970.00
    15344.21    17552.00     2541.00    20978.00
    15351.88    19831.00     2640.00    20986.00
    15359.56    19455.00     2633.00    20994.00
    15367.23    19301.00     2625.00    21002.00
    15374.92    26017.00     2907.00    21010.00
    15382.60    26236.00     2920.00    21018.00
    15390.29    21905.00     2750.00    21026.00
    15397.99    21391.00     2727.00    21035.00
    15405.70    24947.00     2883.00    21043.00
    15413.40    22469.00     2781.00    21051.00
    15421.10    18391.00     2616.00    21060.00
    15428.80    22415.00     2788.00    21068.00
    15436.52    22109.00     2780.00    21077.00
    15444.24    20866.00     2732.00    21086.00
    15451.96    17981.00     2611.00    21095.00
    15459.69    20956.00     2740.00    21103.00
    15467.42    20530.00     2731.00    21112.00
    15475.16    23159.00     2841.00    21121.00
    15482.89    20405.00     2736.00    21130.00
    15490.62    19539.00     2697.00    21139.00
    15498.37    15200.00     2505.00    21149.00
    15506.12    17657.00     2623.00    21158.00
    15513.87    19758.00     2721.00    21167.00
    15521.63    20015.00     2731.00    21176.00
    15529.40    21948.00     2824.00    21186.00
    15537.16    20348.00     2755.00    21195.00
    15544.94    22057.00     2833.00    21205.00
    15552.70    24167.00     2931.00    21215.00
    15560.47    20027.00     2756.00    21224.00
    15568.25    19994.00     2759.00    21234.00
    15576.04    19357.00     2731.00    21244.00
    15583.84    19773.00     2759.00    21254.00
    15591.63    22629.00     2881.00    21264.00
    15599.42    19858.00     2773.00    21274.00
    15607.22    22128.00     2870.00    21284.00
    15615.03    23767.00     2943.00    21295.00
    15622.84    25254.00     3009.00    21305.00
    15630.65    24234.00     2973.00    21315.00
    15638.46    18124.00     2715.00    21326.00
    15646.27    20953.00     2844.00    21336.00
    15654.09    22941.00     2928.00    21347.00
    15661.93    23618.00     2962.00    21357.00
    15669.76    22087.00     2908.00    21368.00
    15677.58    22836.00     2940.00    21379.00
    15685.42    22102.00     2914.00    21390.00
    15693.27    22045.00     2916.00    21401.00
    15701.12    23148.00     2963.00    21412.00
    15708.98    23919.00     3006.00    21423.00
    15716.83    19339.00     2809.00    21434.00
    15724.69    21352.00     2908.00    21445.00
    15732.54    21688.00     2922.00    21456.00
    15740.41    20118.00     2859.00    21468.00
    15748.29    21942.00     2943.00    21479.00
    15756.16    23050.00     2996.00    21491.00
    15764.03    22854.00     2993.00    21502.00
    15771.91    24000.00     3040.00    21514.00
    15779.80    23050.00     3012.00    21525.00
    15787.69    26117.00     3138.00    21537.00
    15795.59    24760.00     3088.00    21549.00
    15803.49    25719.00     3132.00    21561.00
    15811.39    21042.00     2941.00    21573.00
    15819.29    26756.00     3186.00    21585.00
    15827.20    21126.00     2955.00    21597.00
    15835.11    17128.00     2775.00    21609.00
    15843.03    21792.00     2994.00    21621.00
    15850.95    21933.00     3000.00    21634.00
    15858.88    21971.00     3007.00    21646.00
    15866.81    18124.00     2841.00    21659.00
    15874.74    18479.00     2863.00    21671.00
    15882.68    20154.00     2944.00    21684.00
    15890.62    24093.00     3114.00    21697.00
    15898.57    22397.00     3053.00    21709.00
    15906.52    21745.00     3024.00    21722.00
    15914.47    25833.00     3209.00    21735.00
    15922.41    28400.00     3312.00    21748.00
    15930.38    23347.00     3110.00    21761.00
    15938.34    22272.00     3069.00    22296.00
    15946.32    20315.00     2984.00    22351.00
    15954.30    26408.00     3255.00    22410.00
    15962.27    22920.00     3108.00    22476.00
    15970.25    19582.00     2973.00    22549.00
    15978.23    23755.00     3156.00    22630.00
    15986.22    24815.00     3206.00    22722.00
    15994.22    24578.00     3202.00    22827.00
    16002.21    21388.00     3071.00    22948.00
    16010.22    22422.00     3116.00    23093.00
    16018.23    23821.00     3188.00    23272.00
    16026.24    21125.00     3070.00    23507.00
    16034.25    24917.00     3246.00    23846.00
    16042.26    29901.00     3449.00    24398.00
    16050.28    27628.00     3364.00    25415.00
    16058.30    29038.00     3427.00    27473.00
    16066.33    32240.00     3559.00    31841.00
    16074.37    41687.00     3907.00    41149.00
    16082.41    53513.00     4318.00    60270.00
    16090.45    88459.00     5322.00    97062.00
    16098.50   155493.00     6862.00   162079.00
    16106.56   264652.00     8824.00   265193.00
    16114.61   416266.00    11004.00   409559.00
    16122.67   605686.00    13259.00   584537.00
    16130.72   783405.00    15097.00   762718.00
    16138.78   917349.00    16366.00   905956.00
    16146.85   953896.00    16685.00   979999.00
    16154.93   943188.00    16613.00   969438.00
    16163.00   877425.00    16070.00   884446.00
    16171.07   769618.00    15038.00   752884.00
    16179.16   636861.00    13699.00   606118.00
    16187.26   494880.00    12085.00   468571.00
    16195.36   368678.00    10497.00   353400.00
    16203.45   286932.00     9313.00   263758.00
    16211.55   206628.00     7964.00   196712.00
    16219.66   160006.00     7081.00   147768.00
    16227.78   123078.00     6293.00   112522.00
    16235.89    90014.00     5492.00    87254.00
    16244.01    77573.00     5162.00    69165.00
    16252.13    60874.00     4678.00    56211.00
    16260.24    51820.00     4395.00    46933.00
    16268.37    43751.00     4119.00    40272.00
    16276.52    39500.00     3973.00    35493.00
    16284.65    39420.00     3985.00    32080.00
    16292.78    32175.00     3708.00    29650.00
    16300.93    35229.00     3834.00    27949.00
    16309.09    36351.00     3876.00    26836.00
    16317.25    35451.00     3856.00    26274.00
    16325.40    38455.00     3976.00    26340.00
    16333.56    37063.00     3923.00    27230.00
    16341.74    35090.00     3855.00    29211.00
    16349.90    40032.00     4055.00    32476.00
    16358.06    40411.00     4068.00    36950.00
    16366.26    44474.00     4214.00    42118.00
    16374.45    47171.00     4323.00    46969.00
    16382.63    43590.00     4205.00    50343.00
    16390.82    48563.00     4378.00    51423.00
    16399.01    50189.00     4449.00    50065.00
    16407.21    41213.00     4133.00    46377.00
    16415.41    37441.00     3999.00    42206.00
    16423.62    41411.00     4154.00    37942.00
    16431.83    40224.00     4118.00    34166.00
    16440.05    33780.00     3872.00    31114.00
    16448.28    34196.00     3902.00    28797.00
    16456.50    26155.00     3574.00    27100.00
    16464.74    24277.00     3499.00    25878.00
    16472.96    30203.00     3763.00    25011.00
    16481.18    27324.00     3643.00    24397.00
    16489.44    27275.00     3641.00    23963.00
    16497.69    29094.00     3730.00    23659.00
    16505.93    25884.00     3601.00    23447.00
    16514.18    22182.00     3438.00    23300.00
    16522.44    26621.00     3646.00    23200.00
    16530.69    22170.00     3451.00    23134.00
    16538.96    23638.00     3522.00    23091.00
    16547.23    23874.00     3539.00    23065.00
    16555.50    26842.00     3675.00    23051.00
    16563.78    25056.00     3598.00    23046.00
    16572.07    29286.00     3791.00    23522.00
    16580.35    26536.00     3675.00    23564.00
    16588.65    27036.00     3703.00    23615.00
    16596.95    23907.00     3573.00    23673.00
    16605.25    19796.00     3393.00    23740.00
    16613.55    20227.00     3419.00    23815.00
    16621.85    18468.00     3343.00    23900.00
    16630.15    24056.00     3606.00    23998.00
    16638.47    24558.00     3629.00    24111.00
    16646.80    26096.00     3703.00    24245.00
    16655.13    19618.00     3417.00    24395.00
    16663.46    19329.00     3410.00    24607.00
    16671.79    27152.00     3768.00    24906.00
    16680.12    31225.00     3947.00    25378.00
    16688.45    25865.00     3726.00    26227.00
    16696.80    26154.00     3739.00    27922.00
